"","query","superkingdom","kingdom","subkingdom","phylum","class","subclass","order","suborder","family","subfamily","tribe","genus","species.group","species","subspecies","varietas"
"Taxa02021","Taxa02021","Eukaryota","Fungi","Dikarya","Ascomycota","Leotiomycetes","","","","","","","","","","",""
"Taxa02022","Taxa02022","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","","",""
"Taxa02023","Taxa02023","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Corticiales","","Corticiaceae","","","Hyphodontia","","Hyphodontia alutacea","",""
"Taxa02024","Taxa02024","Eukaryota","Fungi","Dikarya","Ascomycota","","","","","","","","","","","",""
"Taxa02025","Taxa02025","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Cantharellales","","Ceratobasidiaceae","","","","","","",""
"Taxa02026","Taxa02026","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","","","","Diplomitoporus","","Diplomitoporus rimosus","",""
"Taxa02027","Taxa02027","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Corticiales","","","","","","","","",""
"Taxa02028","Taxa02028","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Cantharellales","","Ceratobasidiaceae","","","","","","",""
"Taxa02029","Taxa02029","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa02030","Taxa02030","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","Agaricomycetidae","Agaricales","","","","","","","","",""
"Taxa02031","Taxa02031","","","","","","","","","","","","","","","",""
"Taxa02032","Taxa02032","","","","","","","","","","","","","","","",""
"Taxa02033","Taxa02033","Eukaryota","Fungi","Dikarya","Basidiomycota","Cystobasidiomycetes","","","","","","","","","","",""
"Taxa02034","Taxa02034","Eukaryota","Fungi","Dikarya","Basidiomycota","Classiculomycetes","","Classiculales","","Classiculaceae","","","","","","",""
"Taxa02035","Taxa02035","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","Agaricomycetidae","Atheliales","","Atheliaceae","","","","","","",""
"Taxa02036","Taxa02036","Eukaryota","Fungi","Dikarya","Ascomycota","Taphrinomycetes","","Taphrinales","","Taphrinaceae","","","Taphrina","","","",""
"Taxa02037","Taxa02037","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","Agaricomycetidae","Agaricales","","Strophariaceae","","","","","","",""
"Taxa02038","Taxa02038","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","Phanerochaetaceae","","","Phlebiopsis","","","",""
"Taxa02039","Taxa02039","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa02040","Taxa02040","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa02041","Taxa02041","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Sebacinales","","","","","","","uncultured Sebacinales","",""
"Taxa02042","Taxa02042","","","","","","","","","","","","","","","",""
"Taxa02043","Taxa02043","Eukaryota","Fungi","Dikarya","Basidiomycota","Microbotryomycetes","","Sporidiobolales","","Sporidiobolaceae","","","Sporobolomyces","","Sporobolomyces sp. (in: Microbotryomycetes)","",""
"Taxa02044","Taxa02044","Eukaryota","Fungi","Dikarya","Basidiomycota","Cystobasidiomycetes","","","","","","","","","","",""
"Taxa02045","Taxa02045","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Hymenochaetales","","Tubulicrinaceae","","","Tubulicrinis","","","",""
"Taxa02046","Taxa02046","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Auriculariales","","","","","","","","",""
"Taxa02047","Taxa02047","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","Agaricomycetidae","Agaricales","","Strophariaceae","","","Psilocybe","","","",""
"Taxa02048","Taxa02048","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricostilbomycetes","","","","","","","","","","",""
"Taxa02049","Taxa02049","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Russulales","","Peniophoraceae","","","Peniophora","","","",""
"Taxa02050","Taxa02050","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Sebacinales","","","","","","","","",""
"Taxa02051","Taxa02051","","","","","","","","","","","","","","","",""
"Taxa02052","Taxa02052","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Russulales","","Hericiaceae","","","Pseudowrightoporia","","Pseudowrightoporia oblongispora","",""
"Taxa02053","Taxa02053","","","","","","","","","","","","","","","",""
"Taxa02054","Taxa02054","Eukaryota","Fungi","Dikarya","Basidiomycota","Dacrymycetes","","Dacrymycetales","","Dacrymycetaceae","","","Dacrymyces","","","",""
"Taxa02055","Taxa02055","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Hymenochaetales","","","","","","","","",""
"Taxa02056","Taxa02056","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Russulales","","Peniophoraceae","","","Peniophora","","","",""
"Taxa02057","Taxa02057","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","","","","","","","","","","",""
"Taxa02058","Taxa02058","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Auriculariales","","Exidiaceae","","","","","","",""
"Taxa02059","Taxa02059","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa02060","Taxa02060","Eukaryota","Fungi","Dikarya","Basidiomycota","Cystobasidiomycetes","","Erythrobasidiales","","Erythrobasidiaceae","","","Erythrobasidium","","","",""
"Taxa02061","Taxa02061","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Mycosphaerellaceae","","","Zymoseptoria","","","",""
"Taxa02062","Taxa02062","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa02063","Taxa02063","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Hypocreomycetidae","Hypocreales","","Bionectriaceae","","","Clonostachys","","","",""
"Taxa02064","Taxa02064","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","Dacryobolaceae","","","Postia","","","",""
"Taxa02065","Taxa02065","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa02066","Taxa02066","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Cantharellales","","Ceratobasidiaceae","","","","","","",""
"Taxa02067","Taxa02067","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","Agaricomycetidae","Agaricales","","Tricholomataceae","","","Tricholomopsis","","","",""
"Taxa02068","Taxa02068","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Pleosporineae","Phaeosphaeriaceae","","","Setophaeosphaeria","","","",""
"Taxa02069","Taxa02069","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Auriculariales","","Exidiaceae","","","Eichleriella","","","",""
"Taxa02070","Taxa02070","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Hypocreomycetidae","","","","","","","","","",""
"Taxa02071","Taxa02071","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","Hyphodermataceae","","","Hyphoderma","","Hyphoderma pinicola","",""
"Taxa02072","Taxa02072","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricostilbomycetes","","","","","","","","","","",""
"Taxa02073","Taxa02073","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","Tremellales","","","","","","","","",""
"Taxa02074","Taxa02074","Eukaryota","Fungi","Dikarya","Ascomycota","Eurotiomycetes","Eurotiomycetidae","Eurotiales","","Aspergillaceae","","","Penicillium","","","",""
"Taxa02075","Taxa02075","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","Incrustoporiaceae","","","Tyromyces","","","",""
"Taxa02076","Taxa02076","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Corticiales","","Corticiaceae","","","Crustoderma","","Crustoderma dryinum","",""
"Taxa02077","Taxa02077","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","Agaricomycetidae","Agaricales","","Schizophyllaceae","","","Schizophyllum","","","",""
"Taxa02078","Taxa02078","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa02079","Taxa02079","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","","Lophiostomataceae","","","Biappendiculispora","","Biappendiculispora japonica","",""
"Taxa02080","Taxa02080","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Auriculariales","","Exidiaceae","","","","","","",""
"Taxa02081","Taxa02081","","","","","","","","","","","","","","","",""
"Taxa02082","Taxa02082","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Pleosporineae","Pleosporaceae","","","Dichotomophthora","","Dichotomophthora lutea","",""
"Taxa02083","Taxa02083","","","","","","","","","","","","","","","",""
"Taxa02084","Taxa02084","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Russulales","","Stereaceae","","","Stereum","","Stereum sanguinolentum","",""
"Taxa02085","Taxa02085","Eukaryota","Fungi","Dikarya","","","","","","","","","","","","",""
"Taxa02086","Taxa02086","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Auriculariales","","Exidiaceae","","","","","","",""
"Taxa02087","Taxa02087","Eukaryota","Fungi","Dikarya","Ascomycota","","","","","","","","","","","",""
"Taxa02088","Taxa02088","Eukaryota","Fungi","Dikarya","Ascomycota","Leotiomycetes","","","","","","","","","","",""
"Taxa02089","Taxa02089","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","","",""
"Taxa02090","Taxa02090","","","","","","","","","","","","","","","",""
"Taxa02091","Taxa02091","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Russulales","","Stereaceae","","","Stereum","","","",""
"Taxa02092","Taxa02092","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Russulales","","Lachnocladiaceae","","","Vararia","","","",""
"Taxa02093","Taxa02093","","","","","","","","","","","","","","","",""
"Taxa02094","Taxa02094","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","Irpicaceae","","","Gloeoporus","","Gloeoporus dichrous","",""
"Taxa02095","Taxa02095","Eukaryota","Fungi","Dikarya","Basidiomycota","Microbotryomycetes","","","","Chrysozymaceae","","","Oberwinklerozyma","","Oberwinklerozyma yarrowii","",""
"Taxa02096","Taxa02096","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa02097","Taxa02097","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Xylariomycetidae","Xylariales","","Xylariaceae","","","Nemania","","","",""
"Taxa02098","Taxa02098","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa02099","Taxa02099","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","","","","","","","","",""
"Taxa02100","Taxa02100","Eukaryota","Fungi","Dikarya","Ascomycota","","","","","","","","","","","",""
"Taxa02101","Taxa02101","","","","","","","","","","","","","","","",""
"Taxa02102","Taxa02102","Eukaryota","Fungi","Dikarya","Ascomycota","Leotiomycetes","","Helotiales","","Hyaloscyphaceae","","","Lachnum","","","",""
"Taxa02103","Taxa02103","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Xylariomycetidae","Xylariales","","Sporocadaceae","","","Pestalotiopsis","","","",""
"Taxa02104","Taxa02104","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","Polyporaceae","","","Yuchengia","","Yuchengia narymica","",""
"Taxa02105","Taxa02105","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricostilbomycetes","","Agaricostilbales","","Agaricostilbaceae","","","","","","",""
"Taxa02106","Taxa02106","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Russulales","","Hericiaceae","","","Dentipellis","","","",""
"Taxa02107","Taxa02107","","","","","","","","","","","","","","","",""
"Taxa02108","Taxa02108","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Pleosporineae","Phaeosphaeriaceae","","","","","","",""
"Taxa02109","Taxa02109","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","Hyphodermataceae","","","Hyphoderma","","Hyphoderma setigerum","",""
"Taxa02110","Taxa02110","Eukaryota","Fungi","Dikarya","Ascomycota","Orbiliomycetes","","Orbiliales","","","","","Lecophagus","","Lecophagus longisporus","",""
"Taxa02111","Taxa02111","Eukaryota","Fungi","","","","","","","","","","","","","",""
"Taxa02112","Taxa02112","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Corticiales","","Corticiaceae","","","Sistotrema","","Sistotrema sp.","",""
"Taxa02113","Taxa02113","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","Gelatoporiaceae","","","Cinereomyces","","Cinereomyces lindbladii","",""
"Taxa02114","Taxa02114","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","","","","","","","",""
"Taxa02115","Taxa02115","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Auriculariales","","","","","","","","",""
"Taxa02116","Taxa02116","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Russulales","","Lachnocladiaceae","","","Vararia","","","",""
"Taxa02117","Taxa02117","","","","","","","","","","","","","","","",""
"Taxa02118","Taxa02118","","","","","","","","","","","","","","","",""
"Taxa02119","Taxa02119","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","","","","","","","","","","",""
"Taxa02120","Taxa02120","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Xylariomycetidae","Xylariales","","Xylariaceae","","","Nemania","","","",""
"Taxa02121","Taxa02121","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Russulales","","","","","","","","",""
"Taxa02122","Taxa02122","Eukaryota","Fungi","Dikarya","Basidiomycota","Pucciniomycetes","","Septobasidiales","","Septobasidiaceae","","","","","","",""
"Taxa02123","Taxa02123","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Sordariomycetidae","Diaporthales","","Diaporthaceae","","","Diaporthe","","Diaporthe sp. CZ-2018","",""
"Taxa02124","Taxa02124","Eukaryota","Fungi","Dikarya","Basidiomycota","Microbotryomycetes","","Sporidiobolales","","Sporidiobolaceae","","","Rhodosporidiobolus","","","",""
"Taxa02125","Taxa02125","","","","","","","","","","","","","","","",""
"Taxa02126","Taxa02126","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","","","","","","","","","","",""
"Taxa02127","Taxa02127","","","","","","","","","","","","","","","",""
"Taxa02128","Taxa02128","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Mycosphaerellaceae","","","Zasmidium","","","",""
"Taxa02129","Taxa02129","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Auriculariales","","","","","","","uncultured Oliveonia","",""
"Taxa02130","Taxa02130","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Trechisporales","","Hydnodontaceae","","","Sistotremastrum","","","",""
"Taxa02131","Taxa02131","Eukaryota","Fungi","Dikarya","Basidiomycota","Microbotryomycetes","","","","","","","","","","",""
"Taxa02132","Taxa02132","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Russulales","","Lachnocladiaceae","","","","","","",""
"Taxa02133","Taxa02133","","","","","","","","","","","","","","","",""
"Taxa02134","Taxa02134","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","","",""
"Taxa02135","Taxa02135","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Hypocreomycetidae","Hypocreales","","","","","","","","",""
"Taxa02136","Taxa02136","","","","","","","","","","","","","","","",""
"Taxa02137","Taxa02137","Eukaryota","Fungi","Dikarya","Basidiomycota","Cystobasidiomycetes","","","","","","","","","","",""
"Taxa02138","Taxa02138","Eukaryota","","","","","","Kinetoplastida","","Bodonidae","","","Bodo","","","",""
"Taxa02139","Taxa02139","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycetes","","Pezizales","","Pezizaceae","","","","","","",""
"Taxa02140","Taxa02140","","","","","","","","","","","","","","","",""
"Taxa02141","Taxa02141","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Pleosporineae","Didymellaceae","","","Phoma","","Phoma sp.","",""
"Taxa02142","Taxa02142","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Teratosphaeriaceae","","","","","","",""
"Taxa02143","Taxa02143","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","","","","","","","","","","",""
"Taxa02144","Taxa02144","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Corticiales","","Corticiaceae","","","Laetisaria","","Laetisaria fuciformis","",""
"Taxa02145","Taxa02145","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","Phanerochaetaceae","","","Phanerochaete","","","",""
"Taxa02146","Taxa02146","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","","","","","","","","","","",""
"Taxa02147","Taxa02147","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa02148","Taxa02148","Eukaryota","Fungi","Dikarya","Ascomycota","","","","","","","","","","","",""
"Taxa02149","Taxa02149","","","","","","","","","","","","","","","",""
"Taxa02150","Taxa02150","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricostilbomycetes","","Agaricostilbales","","Kondoaceae","","","Kondoa","","Kondoa miscanthi","",""
"Taxa02151","Taxa02151","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","Tremellales","","Phaeotremellaceae","","","Phaeotremella","","","",""
"Taxa02152","Taxa02152","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","Hyphodermataceae","","","Hyphoderma","","","",""
"Taxa02153","Taxa02153","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","","","","","","","",""
