"","query","superkingdom","kingdom","subkingdom","phylum","superclass","class","subclass","infraclass","superorder","order","suborder","infraorder","parvorder","superfamily","family","subfamily","tribe","genus","subgenus","species","subspecies"
"Taxa01155","Taxa01155","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomoidea","Chironomidae","Chironominae","Tanytarsini","Paratanytarsus","","Paratanytarsus grimmii",""
"Taxa01156","Taxa01156","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa01157","Taxa01157","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","","","","","","","","","","","",""
"Taxa01158","Taxa01158","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa01159","Taxa01159","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","","","","","","","","","","","",""
"Taxa01160","Taxa01160","Eukaryota","Fungi","Dikarya","Ascomycota","","Sordariomycetes","","","","","","","","","","","","","","",""
"Taxa01161","Taxa01161","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Hymenoptera","Apocrita","Aculeata","","Formicoidea","Formicidae","Formicinae","Lasiini","Lasius","","",""
"Taxa01162","Taxa01162","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","","","","","","","","","","","STD_mlCOI05",""
"Taxa01163","Taxa01163","Eukaryota","Metazoa","","Arthropoda","","Arachnida","Acari","","Parasitiformes","Mesostigmata","Monogynaspida","Gamasina","","Phytoseioidea","Phytoseiidae","Amblyseiinae","","Neoseiulus","","Neoseiulus womersleyi",""
"Taxa01164","Taxa01164","Eukaryota","Fungi","Dikarya","Ascomycota","","","","","","","","","","","","","","","","",""
"Taxa01165","Taxa01165","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa01166","Taxa01166","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","","","","","","","","","","","",""
"Taxa01167","Taxa01167","Bacteria","","","Bacteroidetes","","","","","","","","","","","","","","","","",""
"Taxa01168","Taxa01168","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa01169","Taxa01169","Eukaryota","Fungi","Dikarya","Ascomycota","","","","","","","","","","","","","","","","",""
"Taxa01170","Taxa01170","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa01171","Taxa01171","Eukaryota","Metazoa","","Rotifera","","Bdelloidea","","","","","","","","","","","","","","",""
"Taxa01172","Taxa01172","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa01173","Taxa01173","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","","","","","","","","","","","",""
"Taxa01174","Taxa01174","Eukaryota","Metazoa","","","","","","","","","","","","","","","","","","",""
"Taxa01175","Taxa01175","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Hymenoptera","Apocrita","Parasitoida","","Chalcidoidea","","","","","","",""
"Taxa01176","Taxa01176","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Diptera","","","","","","","","","","",""
"Taxa01177","Taxa01177","","","","","","","","","","","","","","","","","","","","",""
"Taxa01178","Taxa01178","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa01179","Taxa01179","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","","","","","","","","","","","",""
"Taxa01180","Taxa01180","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa01181","Taxa01181","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa01182","Taxa01182","Eukaryota","","","","","Oomycetes","","","","","","","","","","","","","","",""
"Taxa01183","Taxa01183","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Diptera","Brachycera","Muscomorpha","","Ephydroidea","Ephydridae","","","","","",""
"Taxa01184","Taxa01184","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa01185","Taxa01185","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa01186","Taxa01186","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa01187","Taxa01187","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa01188","Taxa01188","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa01189","Taxa01189","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","","","","","","","","","","","",""
"Taxa01190","Taxa01190","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa01191","Taxa01191","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa01192","Taxa01192","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Thysanoptera","Terebrantia","","","Thripoidea","Thripidae","Thripinae","","Thrips","","Thrips tabaci",""
"Taxa01193","Taxa01193","Eukaryota","","","","","","","","","Himatismenida","","","","","Cochliopodiidae","","","Cochliopodium","","",""
"Taxa01194","Taxa01194","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa01195","Taxa01195","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomoidea","Chironomidae","Chironominae","Chironomini","Chironomus","Chironomus","Chironomus kiiensis",""
"Taxa01196","Taxa01196","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Culicoidea","Culicidae","Culicinae","Aedini","Aedes","Finlaya","Aedes japonicus",""
"Taxa01197","Taxa01197","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa01198","Taxa01198","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Palaeoptera","","Ephemeroptera","Pisciforma","","","","Baetidae","","","Cloeon","","",""
"Taxa01199","Taxa01199","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa01200","Taxa01200","Eukaryota","Fungi","Dikarya","Ascomycota","","","","","","","","","","","","","","","","",""
"Taxa01201","Taxa01201","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa01202","Taxa01202","Eukaryota","Fungi","Dikarya","Basidiomycota","","Agaricomycetes","","","","","","","","","","","","","","",""
"Taxa01203","Taxa01203","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa01204","Taxa01204","Eukaryota","Metazoa","","","","","","","","","","","","","","","","","","",""
"Taxa01205","Taxa01205","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa01206","Taxa01206","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Hymenoptera","Apocrita","Aculeata","","Formicoidea","Formicidae","Formicinae","Camponotini","Camponotus","","",""
"Taxa01207","Taxa01207","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomoidea","Chironomidae","Chironominae","Tanytarsini","Tanytarsus","","",""
"Taxa01208","Taxa01208","Eukaryota","Viridiplantae","","Chlorophyta","","Chlorophyceae","","","","Chlamydomonadales","","","","","","","","","","",""
"Taxa01209","Taxa01209","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Diptera","","","","","","","","","","",""
"Taxa01210","Taxa01210","","","","","","","","","","","","","","","","","","","","",""
"Taxa01211","Taxa01211","Eukaryota","","","Rhodophyta","","Florideophyceae","","","","","","","","","","","","","","",""
"Taxa01212","Taxa01212","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Orthoptera","Caelifera","Acrididea","","Acridoidea","Acrididae","Oxyinae","","Oxya","","Oxya sp. JH-2012",""
"Taxa01213","Taxa01213","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomoidea","Chironomidae","","","","","",""
"Taxa01214","Taxa01214","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa01215","Taxa01215","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa01216","Taxa01216","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa01217","Taxa01217","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","","","","","","","","","","","",""
"Taxa01218","Taxa01218","Eukaryota","Fungi","Dikarya","Ascomycota","","","","","","","","","","","","","","","","",""
"Taxa01219","Taxa01219","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Diptera","","","","","","","","","","",""
"Taxa01220","Taxa01220","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa01221","Taxa01221","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa01222","Taxa01222","Eukaryota","Fungi","Dikarya","Ascomycota","","","","","","","","","","","","","","","","",""
"Taxa01223","Taxa01223","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","","","","","","","","","","","",""
"Taxa01224","Taxa01224","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa01225","Taxa01225","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","","","","","","","","","","","",""
"Taxa01226","Taxa01226","Eukaryota","","","Bacillariophyta","","Bacillariophyceae","","","","Naviculales","","","","","","","","","","",""
"Taxa01227","Taxa01227","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa01228","Taxa01228","Eukaryota","Metazoa","","","","","","","","","","","","","","","","","","",""
"Taxa01229","Taxa01229","Eukaryota","Fungi","Dikarya","Ascomycota","","","","","","","","","","","","","","","","",""
"Taxa01230","Taxa01230","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa01231","Taxa01231","Eukaryota","Metazoa","","Rotifera","","Bdelloidea","","","","","","","","","","","","","","",""
"Taxa01232","Taxa01232","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa01233","Taxa01233","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa01234","Taxa01234","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa01235","Taxa01235","Eukaryota","Metazoa","","Arthropoda","","Arachnida","Acari","","Parasitiformes","Mesostigmata","Monogynaspida","Gamasina","","Phytoseioidea","Phytoseiidae","Amblyseiinae","","Neoseiulus","","Neoseiulus womersleyi",""
"Taxa01236","Taxa01236","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Hemiptera","Heteroptera","Pentatomomorpha","","Coreoidea","Rhopalidae","","","Liorhyssus","","",""
"Taxa01237","Taxa01237","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","","","","","","","","","","","",""
"Taxa01238","Taxa01238","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","","","","","","","","","","","",""
"Taxa01239","Taxa01239","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa01240","Taxa01240","Eukaryota","","","","","","","","","Himatismenida","","","","","Cochliopodiidae","","","Cochliopodium","","",""
"Taxa01241","Taxa01241","Eukaryota","Viridiplantae","","Chlorophyta","","Chlorophyceae","","","","Chlamydomonadales","","","","","","","","","","",""
"Taxa01242","Taxa01242","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Culicoidea","Culicidae","Culicinae","Aedini","Aedes","Finlaya","Aedes japonicus",""
"Taxa01243","Taxa01243","Eukaryota","Fungi","Dikarya","Ascomycota","","","","","","","","","","","","","","","","",""
"Taxa01244","Taxa01244","","","","","","","","","","","","","","","","","","","","",""
"Taxa01245","Taxa01245","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa01246","Taxa01246","Eukaryota","","","","","Phaeophyceae","","","","","","","","","","","","","","",""
"Taxa01247","Taxa01247","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa01248","Taxa01248","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Coleoptera","","","","","","","","","","",""
"Taxa01249","Taxa01249","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa01250","Taxa01250","Eukaryota","Metazoa","","","","","","","","","","","","","","","","","","",""
"Taxa01251","Taxa01251","Eukaryota","Metazoa","","Rotifera","","Bdelloidea","","","","","","","","","","","","","","",""
"Taxa01252","Taxa01252","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Coleoptera","Adephaga","","","Dytiscoidea","Dytiscidae","Colymbetinae","Colymbetini","Rhantus","","Rhantus suturalis",""
"Taxa01253","Taxa01253","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","Amphiesmenoptera","Lepidoptera","Glossata","Neolepidoptera","Heteroneura","Pyraloidea","Crambidae","Crambinae","","","","",""
"Taxa01254","Taxa01254","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa01255","Taxa01255","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Blattodea","","","","","","","","","","",""
"Taxa01256","Taxa01256","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","","","","","","","","","","","",""
"Taxa01257","Taxa01257","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa01258","Taxa01258","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa01259","Taxa01259","Eukaryota","Fungi","Dikarya","Ascomycota","","","","","","","","","","","","","","","","",""
"Taxa01260","Taxa01260","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa01261","Taxa01261","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa01262","Taxa01262","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomoidea","Chironomidae","Chironominae","Tanytarsini","Tanytarsus","","Tanytarsus oyamai",""
"Taxa01263","Taxa01263","Eukaryota","","","","","","","","","Kinetoplastida","","","","","","","","","","",""
"Taxa01264","Taxa01264","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa01265","Taxa01265","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa01266","Taxa01266","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa01267","Taxa01267","","","","","","","","","","","","","","","","","","","","",""
"Taxa01268","Taxa01268","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Culicoidea","Culicidae","Culicinae","Aedini","Aedes","Finlaya","Aedes japonicus",""
"Taxa01269","Taxa01269","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","","","","","","","","","","","",""
"Taxa01270","Taxa01270","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","","","","","","","","","","","STD_mlCOI05",""
"Taxa01271","Taxa01271","Eukaryota","Fungi","Dikarya","Basidiomycota","","Agaricomycetes","","","","","","","","","","","","","","",""
"Taxa01272","Taxa01272","","","","","","","","","","","","","","","","","","","","",""
"Taxa01273","Taxa01273","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","","","","","","","","","","","",""
"Taxa01274","Taxa01274","","","","","","","","","","","","","","","","","","","","",""
"Taxa01275","Taxa01275","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Coleoptera","Polyphaga","Staphyliniformia","","Hydrophiloidea","Hydrophilidae","Hydrophilinae","","","","",""
"Taxa01276","Taxa01276","Eukaryota","","","","","Oomycetes","","","","","","","","","","","","","","",""
"Taxa01277","Taxa01277","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa01278","Taxa01278","Eukaryota","Fungi","Dikarya","Basidiomycota","","Agaricomycetes","","","","","","","","","","","","","","",""
"Taxa01279","Taxa01279","","","","","","","","","","","","","","","","","","","","",""
"Taxa01280","Taxa01280","Eukaryota","Metazoa","","Arthropoda","","Arachnida","","","","Araneae","Araneomorphae","","","","Thomisidae","","","Ozyptila","","",""
"Taxa01281","Taxa01281","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Bibionomorpha","","Sciaroidea","Cecidomyiidae","","","","","",""
