"query","superkingdom","kingdom","subkingdom","phylum","class","subclass","order","suborder","family","tribe","genus","species"
"Taxa00258","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Sphingomonadales","","Sphingomonadaceae","","",""
"Taxa00259","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Peptococcaceae","","Desulfosporosinus",""
"Taxa00260","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Legionellales","","Legionellaceae","","",""
"Taxa00261","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Enterobacterales","","Enterobacteriaceae","","",""
"Taxa00262","Bacteria","","","Proteobacteria","Deltaproteobacteria","","Desulfuromonadales","","Geobacteraceae","","Geobacter","uncultured Geobacter sp."
"Taxa00263","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhodospirillales","","","","",""
"Taxa00264","Eukaryota","","","","Oomycetes","","Saprolegniales","","Saprolegniaceae","","",""
"Taxa00265","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhizobiales","","Beijerinckiaceae","","Rhodoblastus",""
"Taxa00266","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhodospirillales","","","","",""
"Taxa00267","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhodospirillales","","Rhodospirillaceae","","",""
"Taxa00268","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Peptococcaceae","","Thermincola","uncultured Thermincola sp."
"Taxa00269","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhodospirillales","","Acetobacteraceae","","",""
"Taxa00270","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Peptococcaceae","","Desulfosporosinus",""
"Taxa00271","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhodospirillales","","Rhodospirillaceae","","Dongia","uncultured Dongia sp."
"Taxa00272","Bacteria","","","Bacteroidetes","","","","","","","",""
"Taxa00273","Bacteria","","","","","","","","","","",""
"Taxa00274","Bacteria","","","Deinococcus-Thermus","Deinococci","","Deinococcales","","Deinococcaceae","","Deinococcus",""
"Taxa00275","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa00276","Bacteria","","","Proteobacteria","Betaproteobacteria","","Neisseriales","","Chromobacteriaceae","","Chromobacterium",""
"Taxa00277","Bacteria","","","Proteobacteria","Betaproteobacteria","","Burkholderiales","","","","",""
"Taxa00278","Bacteria","","","Bacteroidetes","","","","","","","",""
"Taxa00279","Bacteria","","","Proteobacteria","Betaproteobacteria","","Burkholderiales","","","","",""
"Taxa00280","Bacteria","","","Proteobacteria","","","","","","","",""
"Taxa00281","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Sphingomonadales","","Sphingomonadaceae","","Sphingomonas",""
"Taxa00282","Bacteria","","","Proteobacteria","Deltaproteobacteria","","Desulfuromonadales","","Geobacteraceae","","Geobacter","uncultured Geobacter sp."
"Taxa00283","Bacteria","","","Proteobacteria","","","","","","","",""
"Taxa00284","","","","","","","","","","","",""
"Taxa00285","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Peptococcaceae","","Desulfosporosinus",""
"Taxa00286","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhodospirillales","","Acetobacteraceae","","",""
"Taxa00287","Bacteria","","","","","","","","","","",""
"Taxa00288","Bacteria","","","Proteobacteria","Betaproteobacteria","","Burkholderiales","","","","",""
"Taxa00289","Bacteria","","","Bacteroidetes","Bacteroidia","","Bacteroidales","","","","",""
"Taxa00290","Bacteria","","","","","","","","","","",""
"Taxa00291","Bacteria","","","Bacteroidetes","Sphingobacteriia","","","","","","",""
"Taxa00292","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Methylococcales","","Methylococcaceae","","Methylomonas",""
"Taxa00293","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhizobiales","","Rhizobiaceae","","",""
"Taxa00294","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Enterobacterales","","","","",""
"Taxa00295","Bacteria","","","Bacteroidetes","Chitinophagia","","Chitinophagales","","Chitinophagaceae","","",""
"Taxa00296","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Sphingomonadales","","Sphingomonadaceae","","Novosphingobium",""
"Taxa00297","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhizobiales","","Methylobacteriaceae","","Methylobacterium",""
"Taxa00298","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Sphingomonadales","","Sphingomonadaceae","","",""
"Taxa00299","Bacteria","","","Bacteroidetes","Cytophagia","","Cytophagales","","Cytophagaceae","","Flectobacillus",""
"Taxa00300","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa00301","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Caulobacterales","","Caulobacteraceae","","Phenylobacterium",""
"Taxa00302","Bacteria","","","Proteobacteria","Betaproteobacteria","","Burkholderiales","","Oxalobacteraceae","","",""
"Taxa00303","Bacteria","","","Proteobacteria","Betaproteobacteria","","","","","","",""
"Taxa00304","Bacteria","","","","","","","","","","",""
"Taxa00305","Bacteria","","","Proteobacteria","Betaproteobacteria","","Burkholderiales","","Burkholderiaceae","","",""
"Taxa00306","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Xanthomonadales","","Rhodanobacteraceae","","",""
"Taxa00307","Bacteria","","","Bacteroidetes","","","","","","","",""
"Taxa00308","Bacteria","","","Acidobacteria","Holophagae","","Holophagales","","Holophagaceae","","Holophaga","uncultured Holophaga sp."
"Taxa00309","Bacteria","","","Bacteroidetes","","","","","","","",""
"Taxa00310","Bacteria","","","Proteobacteria","Gammaproteobacteria","","","","","","",""
"Taxa00311","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Peptococcaceae","","",""
"Taxa00312","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Xanthomonadales","","Rhodanobacteraceae","","",""
"Taxa00313","Bacteria","","","","","","","","","","",""
"Taxa00314","","","","","","","","","","","",""
"Taxa00315","Bacteria","","","Actinobacteria","Actinobacteria","","Corynebacteriales","","Mycobacteriaceae","","",""
"Taxa00316","Bacteria","","","Bacteroidetes","Sphingobacteriia","","Sphingobacteriales","","Sphingobacteriaceae","","",""
"Taxa00317","","","","","","","","","","","",""
"Taxa00318","Bacteria","","","Bacteroidetes","Sphingobacteriia","","Sphingobacteriales","","Sphingobacteriaceae","","",""
"Taxa00319","Bacteria","","","Proteobacteria","Gammaproteobacteria","","","","","","",""
"Taxa00320","Bacteria","","","Verrucomicrobia","Opitutae","","Opitutales","","Opitutaceae","","",""
"Taxa00321","Bacteria","","","Firmicutes","Negativicutes","","","","","","",""
"Taxa00322","","","","","","","","","","","",""
"Taxa00323","Bacteria","","","Planctomycetes","Planctomycetia","","Planctomycetales","","Isosphaeraceae","","Singulisphaera","uncultured Singulisphaera sp."
"Taxa00324","Bacteria","","","","","","","","","","",""
"Taxa00325","Bacteria","","","Bacteroidetes","Sphingobacteriia","","Sphingobacteriales","","Sphingobacteriaceae","","",""
"Taxa00326","Bacteria","","","Proteobacteria","Betaproteobacteria","","Neisseriales","","Chromobacteriaceae","","Andreprevotia",""
"Taxa00327","Eukaryota","","","","Oomycetes","","Saprolegniales","","Saprolegniaceae","","",""
"Taxa00328","Bacteria","","","Proteobacteria","Betaproteobacteria","","Burkholderiales","","Comamonadaceae","","",""
"Taxa00329","Bacteria","","","Bacteroidetes","","","","","","","",""
"Taxa00330","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa00331","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Caulobacterales","","Caulobacteraceae","","Phenylobacterium","uncultured Phenylobacterium sp."
"Taxa00332","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","","uncultured Alphaproteobacteria bacterium"
"Taxa00333","Bacteria","","","Planctomycetes","Planctomycetia","","Planctomycetales","","Isosphaeraceae","","Singulisphaera","uncultured Singulisphaera sp."
"Taxa00334","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhizobiales","","Methylobacteriaceae","","Methylobacterium",""
"Taxa00335","Bacteria","","","Proteobacteria","Betaproteobacteria","","Burkholderiales","","","","",""
"Taxa00336","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa00337","Bacteria","","","Proteobacteria","Gammaproteobacteria","","","","","","",""
"Taxa00338","Bacteria","","","Bacteroidetes","Sphingobacteriia","","Sphingobacteriales","","Sphingobacteriaceae","","Mucilaginibacter","uncultured Mucilaginibacter sp."
"Taxa00339","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Clostridiaceae","","Clostridium",""
"Taxa00340","Bacteria","","","","","","","","","","",""
"Taxa00341","Bacteria","","","Proteobacteria","Betaproteobacteria","","Burkholderiales","","Oxalobacteraceae","","",""
"Taxa00342","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Peptococcaceae","","",""
"Taxa00343","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Legionellales","","Legionellaceae","","",""
"Taxa00344","","","","","","","","","","","",""
"Taxa00345","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Legionellales","","Legionellaceae","","Legionella","uncultured Legionella sp."
"Taxa00346","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Xanthomonadales","","Rhodanobacteraceae","","",""
"Taxa00347","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhodobacterales","","Rhodobacteraceae","","",""
"Taxa00348","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Caulobacterales","","Caulobacteraceae","","Asticcacaulis",""
"Taxa00349","Bacteria","","","Verrucomicrobia","Verrucomicrobiae","","Verrucomicrobiales","","Verrucomicrobiaceae","","Prosthecobacter","uncultured Prosthecobacter sp."
"Taxa00350","Bacteria","","","Actinobacteria","Actinobacteria","","Corynebacteriales","","Mycobacteriaceae","","",""
"Taxa00351","Bacteria","","","Proteobacteria","Betaproteobacteria","","Burkholderiales","","Oxalobacteraceae","","",""
"Taxa00352","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","","uncultured Alphaproteobacteria bacterium"
"Taxa00353","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Pseudomonadales","","Pseudomonadaceae","","Pseudomonas",""
"Taxa00354","Bacteria","","","Proteobacteria","","","","","","","",""
"Taxa00355","Bacteria","","","Planctomycetes","Planctomycetia","","Planctomycetales","","Isosphaeraceae","","Singulisphaera","uncultured Singulisphaera sp."
"Taxa00356","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rickettsiales","","Rickettsiaceae","","",""
"Taxa00357","","","","","","","","","","","",""
"Taxa00358","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhodospirillales","","Acetobacteraceae","","",""
"Taxa00359","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhizobiales","","","","",""
"Taxa00360","","","","","","","","","","","",""
"Taxa00361","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhodospirillales","","Acetobacteraceae","","",""
"Taxa00362","","","","","","","","","","","",""
"Taxa00363","Bacteria","","","Acidobacteria","Acidobacteriia","","Acidobacteriales","","Acidobacteriaceae","","",""
"Taxa00364","Bacteria","","","Planctomycetes","Planctomycetia","","Planctomycetales","","Gemmataceae","","",""
"Taxa00365","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Peptococcaceae","","",""
"Taxa00366","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Micropepsales","","Micropepsaceae","","Rhizomicrobium",""
"Taxa00367","Bacteria","","","Proteobacteria","Betaproteobacteria","","Neisseriales","","Chromobacteriaceae","","",""
"Taxa00368","Bacteria","","","Proteobacteria","","","","","","","",""
"Taxa00369","Eukaryota","","","","","","","","","","",""
"Taxa00370","Bacteria","","","Proteobacteria","","","","","","","",""
"Taxa00371","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Peptococcaceae","","Thermincola","uncultured Thermincola sp."
"Taxa00372","Bacteria","","","Proteobacteria","","","","","","","",""
"Taxa00373","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Caulobacterales","","Caulobacteraceae","","",""
"Taxa00374","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Caulobacterales","","Caulobacteraceae","","Phenylobacterium",""
"Taxa00375","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Peptococcaceae","","",""
"Taxa00376","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Aeromonadales","","Aeromonadaceae","","Aeromonas",""
"Taxa00377","Bacteria","","","Proteobacteria","Betaproteobacteria","","","","","","",""
"Taxa00378","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhodospirillales","","Acetobacteraceae","","",""
"Taxa00379","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Pseudomonadales","","Pseudomonadaceae","","Pseudomonas",""
"Taxa00380","Bacteria","","","Bacteroidetes","Chitinophagia","","Chitinophagales","","Chitinophagaceae","","",""
"Taxa00381","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","","uncultured Alphaproteobacteria bacterium"
"Taxa00382","Bacteria","","","Verrucomicrobia","Spartobacteria","","Chthoniobacterales","","Chthoniobacteraceae","","Chthoniobacter",""
"Taxa00383","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhodospirillales","","Acetobacteraceae","","",""
"Taxa00384","Bacteria","","","","","","","","","","",""
"Taxa00385","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhodospirillales","","","","",""
"Taxa00386","Bacteria","","","Proteobacteria","Oligoflexia","","Bdellovibrionales","","Bdellovibrionaceae","","Bdellovibrio","uncultured Bdellovibrio sp."
"Taxa00387","Bacteria","","","Proteobacteria","Betaproteobacteria","","Neisseriales","","Chromobacteriaceae","","",""
"Taxa00388","","","","","","","","","","","",""
"Taxa00389","Eukaryota","","","","","","","","","","",""
"Taxa00390","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa00391","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhodospirillales","","Rhodospirillaceae","","Azospirillum",""
"Taxa00392","Eukaryota","","","","","","","","","","",""
"Taxa00393","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Clostridiaceae","","Clostridium",""
"Taxa00394","Bacteria","","","Verrucomicrobia","Verrucomicrobiae","","Verrucomicrobiales","","Verrucomicrobiaceae","","Prosthecobacter",""
"Taxa00395","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhodospirillales","","Rhodospirillaceae","","Magnetospirillum","uncultured Magnetospirillum sp."
"Taxa00396","Bacteria","","","Proteobacteria","Betaproteobacteria","","Burkholderiales","","Burkholderiaceae","","Burkholderia",""
"Taxa00397","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Peptococcaceae","","Desulfosporosinus",""
"Taxa00398","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa00399","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Sphingomonadales","","Sphingomonadaceae","","Sphingomonas",""
"Taxa00400","Bacteria","","","","","","","","","","",""
"Taxa00401","Bacteria","","","Proteobacteria","","","","","","","",""
"Taxa00402","Bacteria","","","Bacteroidetes","Cytophagia","","Cytophagales","","Cytophagaceae","","",""
"Taxa00403","Bacteria","","","","","","","","","","",""
"Taxa00404","Bacteria","","","Planctomycetes","Planctomycetia","","Planctomycetales","","Isosphaeraceae","","Singulisphaera","uncultured Singulisphaera sp."
"Taxa00405","Bacteria","","","Bacteroidetes","Chitinophagia","","Chitinophagales","","Chitinophagaceae","","Sediminibacterium",""
"Taxa00406","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhodospirillales","","Rhodospirillaceae","","Magnetospirillum","uncultured Magnetospirillum sp."
"Taxa00407","Bacteria","","","Bacteroidetes","","","","","","","",""
"Taxa00408","Bacteria","","","Acidobacteria","Acidobacteriia","","","","","","",""
"Taxa00409","Bacteria","","","Proteobacteria","Betaproteobacteria","","Neisseriales","","Chromobacteriaceae","","",""
"Taxa00410","Eukaryota","Viridiplantae","","Chlorophyta","Chlorophyceae","","Chlamydomonadales","","Chlamydomonadaceae","","Chlamydomonas",""
"Taxa00411","Bacteria","","","Verrucomicrobia","Verrucomicrobiae","","Verrucomicrobiales","","Verrucomicrobiaceae","","Verrucomicrobium",""
"Taxa00412","Bacteria","","","Proteobacteria","Deltaproteobacteria","","Desulfovibrionales","","Desulfovibrionaceae","","Desulfovibrio",""
"Taxa00413","Bacteria","","","Bacteroidetes","Cytophagia","","Cytophagales","","","","",""
"Taxa00414","Bacteria","","","Proteobacteria","","","","","","","",""
"Taxa00415","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhizobiales","","Xanthobacteraceae","","Xanthobacter",""
"Taxa00416","Bacteria","","","","","","","","","","",""
"Taxa00417","Eukaryota","Viridiplantae","","Streptophyta","","","","","","","",""
